aid,diffmaglim,fid,mjd,oid,sid,tid
"",20.075,2,59471.237916700076,"ZTF20acozeqm","","ztf"
"",20.4127,2,59473.44724539993,"ZTF20acozeqm","","ztf"
"",19.91,2,59476.34059030004,"ZTF20acozeqm","","ztf"
"",19.6894,2,59478.24565970013,"ZTF20acozeqm","","ztf"
"",19.8521,2,59480.285740700085,"ZTF20acozeqm","","ztf"
"",20.4174,2,59485.241782399826,"ZTF20acozeqm","","ztf"
"",19.9066,2,59503.17564810021,"ZTF20acozeqm","","ztf"
"",19.898,2,59505.24559029983,"ZTF20acozeqm","","ztf"
"",20.6311,2,59518.2983448999,"ZTF20acozeqm","","ztf"
"",19.635,2,59527.19854169991,"ZTF20acozeqm","","ztf"
"",19.7974,2,59907.17619210016,"ZTF20acozeqm","","ztf"
"",20.3065,2,59909.24497690005,"ZTF20acozeqm","","ztf"
"",20.1243,2,59913.16431709984,"ZTF20acozeqm","","ztf"
"",19.624,2,59922.28423610004,"ZTF20acozeqm","","ztf"
"",19.6151,2,59928.24105319986,"ZTF20acozeqm","","ztf"
"",20.1514,2,59932.23697920004,"ZTF20acozeqm","","ztf"
"",20.0275,2,59934.24243059987,"ZTF20acozeqm","","ztf"
"",20.3108,2,59936.21967589995,"ZTF20acozeqm","","ztf"
"",19.2953,2,60099.379687500186,"ZTF20acozeqm","","ztf"
"",20.1012,2,60103.41420139978,"ZTF20acozeqm","","ztf"
"",20.3893,2,60108.45017360011,"ZTF20acozeqm","","ztf"
"",20.0759,2,60114.38983799983,"ZTF20acozeqm","","ztf"
"",20.3071,2,60117.409872699995,"ZTF20acozeqm","","ztf"
"",20.4085,2,60119.35146989999,"ZTF20acozeqm","","ztf"
"",19.9429,2,60121.30489580007,"ZTF20acozeqm","","ztf"
"",20.4285,2,60125.44714119984,"ZTF20acozeqm","","ztf"
"",19.5862,2,60127.285995400045,"ZTF20acozeqm","","ztf"
"",20.449,2,60134.4557523001,"ZTF20acozeqm","","ztf"
"",20.3882,2,60137.42840280011,"ZTF20acozeqm","","ztf"
"",20.4868,2,60139.36674770014,"ZTF20acozeqm","","ztf"
"",20.4916,2,60141.40651619993,"ZTF20acozeqm","","ztf"
"",20.5189,2,60144.318240699824,"ZTF20acozeqm","","ztf"
"",20.4912,2,60146.34591440018,"ZTF20acozeqm","","ztf"
"",20.5316,2,60146.43348379992,"ZTF20acozeqm","","ztf"
"",20.5226,2,60148.39105319977,"ZTF20acozeqm","","ztf"
"",20.5455,2,60150.38896990009,"ZTF20acozeqm","","ztf"
"",20.0453,2,60155.32436340023,"ZTF20acozeqm","","ztf"
"",20.6048,2,60171.40785880014,"ZTF20acozeqm","","ztf"
