aid,diffmaglim,fid,mjd,oid,sid,tid
"",19.9129,2,59390.32362269983,"ZTF21aaihgbk","","ztf"
"",20.0022,2,59390.32457179995,"ZTF21aaihgbk","","ztf"
"",19.8891,2,59392.36297449982,"ZTF21aaihgbk","","ztf"
"",19.8456,2,59392.36681709997,"ZTF21aaihgbk","","ztf"
"",19.3787,2,59394.32543980004,"ZTF21aaihgbk","","ztf"
"",19.5373,2,59394.32826389978,"ZTF21aaihgbk","","ztf"
"",20.4119,2,59396.35414349986,"ZTF21aaihgbk","","ztf"
"",20.6258,2,59399.34925930016,"ZTF21aaihgbk","","ztf"
"",20.6464,2,59403.30478010001,"ZTF21aaihgbk","","ztf"
"",20.5568,2,59407.31098379986,"ZTF21aaihgbk","","ztf"
"",20.4685,2,59407.32267360017,"ZTF21aaihgbk","","ztf"
"",20.5575,2,59409.301076400094,"ZTF21aaihgbk","","ztf"
"",20.3446,2,59411.26196759986,"ZTF21aaihgbk","","ztf"
"",20.3258,2,59411.26339119999,"ZTF21aaihgbk","","ztf"
"",20.2946,2,59414.304571799934,"ZTF21aaihgbk","","ztf"
"",16.4236,2,59417.285451400094,"ZTF21aaihgbk","","ztf"
"",16.0134,2,59417.288321800064,"ZTF21aaihgbk","","ztf"
"",18.8724,2,59419.29133100016,"ZTF21aaihgbk","","ztf"
"",18.9419,2,59419.29900459992,"ZTF21aaihgbk","","ztf"
"",18.4347,2,59423.3099421002,"ZTF21aaihgbk","","ztf"
"",20.539,2,59427.32736109989,"ZTF21aaihgbk","","ztf"
"",20.4578,2,59427.35027780011,"ZTF21aaihgbk","","ztf"
"",20.4685,2,59434.20347219985,"ZTF21aaihgbk","","ztf"
"",20.632,2,59434.35184030002,"ZTF21aaihgbk","","ztf"
"",20.3323,2,59436.37288190005,"ZTF21aaihgbk","","ztf"
"",20.3583,2,59436.37381940009,"ZTF21aaihgbk","","ztf"
"",20.3111,2,59439.202719899826,"ZTF21aaihgbk","","ztf"
"",19.9651,2,59439.36778939981,"ZTF21aaihgbk","","ztf"
"",19.9524,2,59443.28414350003,"ZTF21aaihgbk","","ztf"
"",19.4383,2,59448.24636569992,"ZTF21aaihgbk","","ztf"
"",19.2383,2,59450.302210600115,"ZTF21aaihgbk","","ztf"
"",19.21,2,59450.30269679986,"ZTF21aaihgbk","","ztf"
"",19.5653,2,59452.20346060023,"ZTF21aaihgbk","","ztf"
"",20.3882,2,59452.21870370023,"ZTF21aaihgbk","","ztf"
"",20.3222,2,59454.28098380007,"ZTF21aaihgbk","","ztf"
"",20.6376,2,59458.240034699906,"ZTF21aaihgbk","","ztf"
"",20.5081,2,59462.23978010006,"ZTF21aaihgbk","","ztf"
"",20.292,2,59464.31833329983,"ZTF21aaihgbk","","ztf"
"",20.1689,2,59468.325648100115,"ZTF21aaihgbk","","ztf"
"",20.2231,2,59473.23556709988,"ZTF21aaihgbk","","ztf"
"",19.5728,2,59476.20228009997,"ZTF21aaihgbk","","ztf"
"",19.5661,2,59476.30243059993,"ZTF21aaihgbk","","ztf"
"",19.6537,2,59478.180914400145,"ZTF21aaihgbk","","ztf"
"",19.4549,2,59478.225844900124,"ZTF21aaihgbk","","ztf"
"",20.0187,2,59480.203877300024,"ZTF21aaihgbk","","ztf"
"",19.7484,2,59502.1554744998,"ZTF21aaihgbk","","ztf"
"",19.755,2,59502.16302079987,"ZTF21aaihgbk","","ztf"
"",19.6972,2,59504.15217590006,"ZTF21aaihgbk","","ztf"
"",19.2631,2,59510.141342599876,"ZTF21aaihgbk","","ztf"
"",17.3236,2,59510.17393520009,"ZTF21aaihgbk","","ztf"
"",19.6191,2,59520.224745399784,"ZTF21aaihgbk","","ztf"
"",20.399,2,59526.11454859981,"ZTF21aaihgbk","","ztf"
"",19.3593,2,59625.47215279983,"ZTF21aaihgbk","","ztf"
"",19.2708,2,59628.44842590019,"ZTF21aaihgbk","","ztf"
"",20.1059,2,59630.53296299977,"ZTF21aaihgbk","","ztf"
"",19.8371,2,59637.45400460018,"ZTF21aaihgbk","","ztf"
"",20.0076,2,59683.38491899986,"ZTF21aaihgbk","","ztf"
"",20.0369,2,59683.43589119986,"ZTF21aaihgbk","","ztf"
"",19.1862,2,59686.40660879994,"ZTF21aaihgbk","","ztf"
"",19.6233,2,59689.43170139985,"ZTF21aaihgbk","","ztf"
"",19.5319,2,59689.43265049998,"ZTF21aaihgbk","","ztf"
"",18.9458,2,59695.450358800124,"ZTF21aaihgbk","","ztf"
"",19.3029,2,59697.41187500022,"ZTF21aaihgbk","","ztf"
"",20.6344,2,59723.34140049992,"ZTF21aaihgbk","","ztf"
"",20.7501,2,59725.40604169993,"ZTF21aaihgbk","","ztf"
"",19.5553,2,59727.323888900224,"ZTF21aaihgbk","","ztf"
"",20.3926,2,59731.437326400075,"ZTF21aaihgbk","","ztf"
"",20.6041,2,59733.34700229997,"ZTF21aaihgbk","","ztf"
"",20.6374,2,59737.28914349992,"ZTF21aaihgbk","","ztf"
"",20.7266,2,59739.43097219989,"ZTF21aaihgbk","","ztf"
"",20.1441,2,59750.34445599979,"ZTF21aaihgbk","","ztf"
"",20.6585,2,59753.349108799826,"ZTF21aaihgbk","","ztf"
"",20.6372,2,59755.319016200025,"ZTF21aaihgbk","","ztf"
"",20.2303,2,59758.345544000156,"ZTF21aaihgbk","","ztf"
"",20.2874,2,59758.3790972,"ZTF21aaihgbk","","ztf"
"",20.6147,2,59764.364421300124,"ZTF21aaihgbk","","ztf"
"",20.53,2,59766.354560200125,"ZTF21aaihgbk","","ztf"
"",20.0661,2,59772.31229169993,"ZTF21aaihgbk","","ztf"
"",19.8935,2,59772.40908560017,"ZTF21aaihgbk","","ztf"
"",19.8052,2,59773.34408560023,"ZTF21aaihgbk","","ztf"
"",19.6928,2,59773.415879600216,"ZTF21aaihgbk","","ztf"
"",19.8746,2,59774.22505789995,"ZTF21aaihgbk","","ztf"
"",19.8386,2,59774.27798609994,"ZTF21aaihgbk","","ztf"
"",19.9271,2,59775.3431712999,"ZTF21aaihgbk","","ztf"
