aid,candid,corrected,dec,dubious,e_dec,e_mag,e_mag_corr,e_mag_corr_ext,e_ra,fid,has_stamp,isdiffpos,mag,mag_corr,mjd,oid,parent_candid,pid,ra,sid,tid,adpctdif1,adpctdif2,chinr,clrcoeff,clrcounc,decnr,diffmaglim,distnr,exptime,field,magnr,magzpsci,magzpscirms,magzpsciunc,procstatus,programid,ranr,rcid,rfid,scibckgnd,sciinpseeing,scisigpix,sharpnr,sigmagnr
"","ZTF21aaihgbk2667450501915",true,54.3194633,false,"",100,100,100,"",1,false,-1,100,100,60421.45050929999,"ZTF21aaihgbk",2689427912915015000,2667450501915,274.3331918,"","ztf",0.050905000418424606,0.07788799703121185,-99999,-0.05287250131368637,0.00001017239992506802,-99999,20.02899932861328,-99999,30,797,-99999,26.248300552368164,0.032360900193452835,0.0000047703001655463595,"61",1,-99999,19,797120119,119.11100006103516,1.7367000579833984,11.055100440979004,-99999,-99999
"","ZTF21aaihgbk2669358942915",true,54.3194633,false,"",0.3159859776496887,0.15035081460392677,0.15185164963414913,"",1,false,1,20.321449279785156,19.525828538888284,60423.35894680023,"ZTF21aaihgbk",2689427912915015000,2669358942915,274.3331918,"","ztf",0.049702998250722885,0.07322300225496292,1.5720000267028809,-0.05974870175123215,0.00001890460043796338,54.319461822509766,19.47010040283203,0.16989876329898834,30,798,20.23699951171875,26.28890037536621,0.03712179884314537,0.00000714210000296589,"0",1,274.3330993652344,29,798120129,92.58290100097656,1.851199984550476,16.848600387573242,0.07500000298023224,0.04100000113248825
"","ZTF21aaihgbk2669448112915",true,54.3193718,false,"",0.3178384304046631,0.05149541849573961,0.06595453732423577,"",2,false,1,20.753889083862305,19.04648476066768,60423.44811340002,"ZTF21aaihgbk",2695432841615015000,2669448112915,274.3329639,"","ztf",0.05137199908494949,0.07659099996089935,2.546999931335449,0.10555200278759003,0.000005252580194792245,54.31946563720703,19.899099349975586,0.4831709563732147,30,798,19.298999786376953,26.311100006103516,0.025875400751829147,0.0000026176001028943574,"0",1,274.3331298828125,29,798120229,205.31100463867188,1.7317999601364136,12.421299934387207,0.2240000069141388,0.052000001072883606
"","ZTF21aaihgbk2675479142915",true,54.3194633,false,"",0.14752107858657837,0.06489999071065793,0.06851400704138386,"",1,false,1,20.39171600341797,19.55902922578858,60429.47914349986,"ZTF21aaihgbk",2689427912915015000,2675479142915,274.3331918,"","ztf",0.048858001828193665,0.07148200273513794,1.5720000267028809,-0.07626180350780487,0.000007043120149319293,54.319461822509766,20.292999267578125,0.16989876329898834,30,798,20.23699951171875,26.323699951171875,0.029329000040888786,0.000003426300054343301,"0",1,274.3330993652344,29,798120129,96.43229675292969,1.982699990272522,7.948200225830078,0.07500000298023224,0.04100000113248825
"","ZTF21aaihgbk2678444862915",true,54.3194633,false,"",0.11879908293485641,0.049092496570301555,0.053952988646559515,"",1,false,1,20.436670303344727,19.579676349975543,60432.444861100055,"ZTF21aaihgbk",2689427912915015000,2678444862915,274.3331918,"","ztf",0.05344900116324425,0.07191000133752823,1.5720000267028809,-0.07211779803037643,0.000005534950105356984,54.319461822509766,20.631200790405273,0.16989876329898834,30,798,20.23699951171875,26.247400283813477,0.026496199890971184,0.0000027404998945712578,"0",1,274.3330993652344,29,798120129,91.01129913330078,1.8116999864578247,5.706230163574219,0.07500000298023224,0.04100000113248825
"","ZTF21aaihgbk2678475412915",true,54.3193718,false,"",0.14518767595291138,100,0.03566300600863335,"",2,false,1,20.517234802246094,18.99295528544531,60432.47541669989,"ZTF21aaihgbk",2695432841615015000,2678475412915,274.3329639,"","ztf",0.05975800007581711,0.07705199718475342,2.546999931335449,0.10705500096082687,0.000004373279807623476,54.31946563720703,20.53619956970215,0.4831709563732147,30,798,19.298999786376953,26.241199493408203,0.02365409955382347,0.0000021862999801669503,"0",1,274.3331298828125,29,798120229,195.197998046875,1.6758999824523926,6.529850006103516,0.2240000069141388,0.052000001072883606
"","ZTF21aaihgbk2680429761715",true,54.3194701,false,"",100,100,100,"",1,false,-1,100,100,60434.42976849992,"ZTF21aaihgbk",2680443412915015000,2680429761715,274.3333259,"","ztf",0.0685340017080307,0.07611499726772308,-99999,-0.09241220355033875,0.000007740100045339204,-99999,20.917400360107422,-99999,30,797,-99999,26.23740005493164,0.030698399990797043,0.000004010400061815744,"61",1,-99999,17,797120117,114.39600372314453,1.6866999864578247,3.8560500144958496,-99999,-99999
"","ZTF21aaihgbk2666476272815",true,54.3194093,false,"",100,100,100,"",1,false,-1,100,100,60420.47627309989,"ZTF21aaihgbk",2680429761615015000,2666476272815,274.3329622,"","ztf",0.05033399909734726,0.07487200200557709,-99999,-0.0474884994328022,0.0000048257697926601395,-99999,20.57349967956543,-99999,30,798,-99999,26.30620002746582,0.02392910048365593,0.000002260999963255017,"61",1,-99999,28,798120128,94.10859680175781,2.1034998893737793,6.10237979888916,-99999,-99999
"","ZTF21aaihgbk2669358943015",true,54.3193718,false,"",100,100,100,"",1,false,-1,100,100,60423.35894680023,"ZTF21aaihgbk",2695432841615015000,2669358943015,274.3329639,"","ztf",0.05234299972653389,0.0782030001282692,-99999,-0.06693699955940247,0.00001831339977798052,-99999,19.421899795532227,-99999,30,798,-99999,26.242799758911133,0.03752399981021881,0.000007375800123554654,"61",1,-99999,30,798120130,94.918701171875,1.9068000316619873,16.350900650024414,-99999,-99999
"","ZTF21aaihgbk2675479142815",true,54.3193718,false,"",100,100,100,"",1,false,-1,100,100,60429.47914349986,"ZTF21aaihgbk",2695432841615015000,2675479142815,274.3329639,"","ztf",0.04967999830842018,0.07259300351142883,-99999,-0.06278190016746521,0.000005489469913300127,-99999,20.329299926757812,-99999,30,798,-99999,26.335800170898438,0.025589600205421448,0.0000025797999114729464,"61",1,-99999,28,798120128,95.05899810791016,1.9846999645233154,7.869530200958252,-99999,-99999
"","ZTF21aaihgbk2633494052915",true,54.3194513,false,"",0.19813843071460724,0.02620619098892698,0.04744337973503601,"",2,false,1,20.553808212280273,19.001825463281833,60387.494050899986,"ZTF21aaihgbk",2663470172915015000,2633494052915,274.3332149,"","ztf",0.07129599899053574,0.08446799963712692,2.546999931335449,0.10820599645376205,0.000005083789801574312,54.31946563720703,20.120100021362305,0.19170135259628296,30,798,19.298999786376953,26.276100158691406,0.025258200243115425,0.000002526400066926726,"0",1,274.3331298828125,29,798120229,200.12399291992188,2.5590999126434326,7.296480178833008,0.2240000069141388,0.052000001072883606
"","ZTF21aaihgbk2635507691615",true,54.3194513,false,"",0.1287393718957901,100,0.03350721292607907,"",2,false,1,20.45211410522461,18.990681404030752,60389.507696799934,"ZTF21aaihgbk",2663470172915015000,2635507691615,274.3332149,"","ztf",0.05942099913954735,0.07812300324440002,2.4590001106262207,0.10111899673938751,0.000004287249794288073,54.3194580078125,20.549999237060547,0.24385155737400055,30,797,19.31800079345703,26.244800567626953,0.023450499400496483,0.000002131200062649441,"0",1,274.3330993652344,16,797120216,218.0570068359375,1.6748000383377075,6.589109897613525,0.19900000095367432,0.04899999871850014
"","ZTF21aaihgbk2637494781715",true,54.3194513,false,"",100,100,100,"",1,false,-1,100,100,60391.49478009995,"ZTF21aaihgbk",2663470172915015000,2637494781715,274.3332149,"","ztf",0.051343001425266266,0.07428400218486786,-99999,-0.05112750083208084,0.000009184260306938086,-99999,20.029499053955078,-99999,30,797,-99999,26.271699905395508,0.031230000779032707,0.000004442800218384946,"61",1,-99999,17,797120117,115.99299621582031,1.9797999858856201,9.784040451049805,-99999,-99999
"","ZTF21aaihgbk2642409211915",true,54.3194513,false,"",100,100,100,"",1,false,-1,100,100,60396.40921299998,"ZTF21aaihgbk",2663470172915015000,2642409211915,274.3332149,"","ztf",0.0681070014834404,0.08691400289535522,-99999,-0.04521489888429642,0.000024860000849002972,-99999,19.426000595092773,-99999,30,797,-99999,26.21339988708496,0.042329300194978714,0.000009877599950414151,"61",1,-99999,19,797120119,109.33200073242188,2.488100051879883,13.108699798583984,-99999,-99999
"","ZTF21aaihgbk2642492372915",true,54.3194513,false,"",0.43909257650375366,0.08006593172841361,0.09010366813160388,"",2,false,1,20.76917266845703,19.049638610288792,60396.49237270001,"ZTF21aaihgbk",2663470172915015000,2642492372915,274.3332149,"","ztf",0.06531400233507156,0.08974400162696838,2.546999931335449,0.1082950010895729,0.000008561440154153388,54.31946563720703,19.581499099731445,0.19170135259628296,30,798,19.298999786376953,26.27239990234375,0.032757800072431564,0.000004242599970893934,"0",1,274.3331298828125,29,798120229,199.77000427246094,2.7922000885009766,11.080100059509277,0.2240000069141388,0.052000001072883606
"","ZTF21aaihgbk2644477931915",true,54.3194513,false,"",100,100,100,"",2,false,-1,100,100,60398.477939799894,"ZTF21aaihgbk",2663470172915015000,2644477931915,274.3332149,"","ztf",0.05855000019073486,0.08571600168943405,-99999,0.10143599659204483,0.0000052823402256763075,-99999,19.8927001953125,-99999,30,797,-99999,26.261999130249023,0.025036100298166275,0.0000026678999347495846,"61",1,-99999,19,797120219,189.2899932861328,2.5488998889923096,8.908679962158203,-99999,-99999
"","ZTF21aaihgbk2644495991615",true,54.3194513,false,"",0.22238114476203918,0.1105172764597037,0.11195372310392149,"",1,false,1,20.25009536743164,19.504946815933554,60398.49599540001,"ZTF21aaihgbk",2663470172915015000,2644495991615,274.3332149,"","ztf",0.058278001844882965,0.08339600265026093,1.1699999570846558,-0.054950401186943054,0.000017315200238954276,54.319454193115234,19.764299392700195,0.23576444387435913,30,797,20.264999389648438,26.28689956665039,0.03756050020456314,0.0000068761000875383615,"0",1,274.3330993652344,16,797120116,102.7770004272461,2.9347000122070312,9.136139869689941,0.04399999976158142,0.035999998450279236
