1.756470012453329593e-02 3.604312814903249063e+01
6.253413534035250076e-02 4.087746423017541986e+01
4.931363603458557843e-02 4.202251391837247496e+01
4.939839575848511272e-02 5.488275418691276997e+01
7.401542543011223330e-02 4.828718311865050339e+01
2.269013708570319018e-02 4.113762680276961703e+01
2.850831633882074806e-02 3.971283404615455481e+01
3.183154568907261422e-02 3.834703091070706193e+01
8.868389855216816942e-02 4.207274710371765281e+01
4.208866677349638874e-02 4.848185051575333659e+01
4.516446610485345958e-02 5.433849801449433414e+01
1.807923391887961140e-02 4.803207557606057776e+01
7.052258305851596965e-02 4.793320561347604070e+01
1.220496353652159305e-01 3.237646465764964887e+01
8.354784099689115118e-02 3.935635811195322731e+01
4.943467634518229625e-02 4.402692506680752160e+01
3.772514327287745939e-02 4.630344292445776233e+01
1.416325673444555622e-01 5.279635968221434439e+01
2.491117277772691638e-02 4.432174553223780578e+01
1.843884471892200810e-02 4.407827164839585521e+01
1.644568674470670011e-02 4.561666885349846012e+01
3.039691556987736409e-02 3.908411380721560135e+01
1.583856498225126586e-02 3.860290975258804735e+01
7.662202807037135632e-02 3.888352738109144724e+01
1.874601970655850880e-02 4.504539661691282504e+01
7.429938748160505591e-02 4.494067657164179508e+01
2.456360433901080831e-02 4.695164625939565184e+01
9.808999546708087325e-02 4.101842374166779592e+01
1.098624115270524226e-01 4.756976094180094350e+01
3.133395408268095650e-02 4.166523027782592692e+01
4.331798867793775626e-02 4.608554540033044589e+01
8.844544474085036523e-02 5.309557866973893425e+01
6.650392993697951116e-02 3.826190955454465836e+01
9.506462801054250955e-02 4.584308593377775765e+01
2.938722061652473613e-02 4.051224037755432050e+01
6.652498313692649379e-02 4.080355724983428445e+01
5.745541842032222957e-02 4.112214741625621883e+01
9.917671985535526924e-02 4.898068173302268491e+01
3.965034250299249996e-02 4.191232497987440553e+01
8.055085106088402669e-02 4.348642949366171706e+01
1.033556713598628995e-01 4.259899994203701112e+01
2.532591253157035968e-02 4.818723113694248639e+01
1.933781245260590698e-02 6.366105000866420482e+01
2.703970338280362734e-02 4.562796034579211835e+01
1.500680429087232481e-01 5.372043154223003825e+01
7.488952985578278820e-02 5.213997131462478762e+01
8.212586116411547954e-02 4.246884450723688076e+01
3.814372205352428019e-02 3.800196522960889922e+01
6.763695791462180640e-02 3.889327649824910793e+01
6.676734550568771964e-02 4.459117269539011374e+01
5.099676340466133967e-02 4.917718829398259572e+01
3.014795644854394510e-02 4.755945763680154670e+01
1.449203991675171443e-02 4.157584112815282396e+01
4.973491208882503678e-02 3.965091821562357666e+01
4.160509965638079649e-02 4.690908491464564634e+01
3.654219226201477211e-02 3.645188217793132424e+01
4.074980830919756186e-02 4.884070241907294729e+01
6.236950945084029224e-02 3.409147647888354271e+01
4.185693805333652595e-02 3.214669879855154022e+01
5.993493161937477748e-02 4.395464283799732641e+01
7.248949855676917187e-02 4.530503488768268738e+01
3.904279050243487925e-02 3.532503318184313201e+01
1.504472680156306030e-02 4.317996422387688682e+01
3.232814242248953363e-02 4.464635678091227788e+01
6.502961585303794478e-02 5.153834872053514005e+01
6.958600488347778390e-02 4.169394568707925686e+01
1.433199253415418442e-02 4.137573756567592653e+01
1.298942434871201423e-01 4.572730786878350528e+01
3.320645701401074568e-02 4.089724856705971234e+01
1.153514939303053599e-01 3.515214504102531379e+01
3.752898111143281035e-02 5.030681407076323808e+01
7.537909677849474743e-02 4.794155350257671699e+01
6.103212159970050621e-02 6.246425140758107375e+01
2.139225721146492676e-02 5.638628732761866758e+01
6.119571691887665255e-02 5.639466687245751331e+01
3.058330400090093770e-02 4.354208606610565369e+01
7.596583343266519184e-02 4.707942287004076576e+01
2.662781360270131265e-02 4.029791240903480798e+01
6.596612590785427832e-02 4.580940678171249658e+01
3.720851669156261671e-02 4.444201475352059560e+01
3.442900380163720075e-02 4.377071138229911185e+01
8.294204630417795210e-02 4.160732171275333258e+01
1.102778023074754976e-01 3.754079091676428703e+01
4.115159180941253825e-02 4.820948339802185956e+01
4.027090876956287979e-02 4.043997515734390902e+01
5.034136673977061827e-02 3.738900920891192214e+01
3.893810260288425862e-02 5.099158934670096244e+01
2.958783768951911419e-02 4.456539278563978712e+01
2.474007558660359235e-02 5.127805093454548313e+01
3.727032311431833361e-02 4.330222462893713242e+01
4.881959244977292917e-02 4.845571052465570716e+01
3.057520779598659269e-02 4.653734881244310628e+01
1.022838517807302255e-01 4.435500246919237810e+01
3.792666673102819408e-02 4.448524289124675590e+01
2.209082556773895104e-02 3.959065698109473175e+01
3.991165626171060132e-02 4.633089217104574686e+01
8.440343810634394484e-02 5.085584522546895414e+01
5.354372291683850982e-02 3.694747607372038800e+01
3.292889986739395980e-02 5.252220076130497262e+01
1.056801653313639289e-01 4.024528395203050479e+01
8.441074246817695248e-02 4.122379340241917589e+01
4.411823706865210942e-02 4.010923348280728362e+01
4.990665881774376811e-02 4.026730139122652474e+01
1.020028724013469085e-01 4.872876576847191643e+01
2.067670022468882929e-02 4.784844146496369177e+01
7.133072417116212427e-02 4.675662194337808586e+01
5.082807159090937249e-02 5.017495606342043857e+01
1.071226320315004366e-01 4.638942885033965524e+01
1.047729046904287697e-01 5.055283073820089612e+01
2.359521832087747850e-02 3.808553773607826543e+01
4.903531308928106569e-02 4.539320186790948242e+01
4.366564251453027012e-02 4.445368474509938039e+01
1.640612080315351218e-02 4.099029409997188367e+01
3.203339411191691993e-02 4.841299511404796618e+01
1.230305603294375716e-01 3.989169558952826122e+01
5.387657423309652471e-02 4.814936872719245997e+01
5.296617959206857684e-02 3.856682186265089740e+01
5.299437412744929105e-02 4.205961065908677909e+01
3.707402220085016104e-02 4.162792542079556313e+01
7.596576640078282761e-02 4.059000580137305292e+01
3.327118511805486623e-02 4.936236367788541912e+01
8.150466703187786432e-02 3.986968961354349972e+01
4.143008504886483423e-02 5.066601265838885837e+01
5.036910961252950847e-02 4.012517743528592007e+01
5.613080858140855750e-02 5.522351424516486418e+01
3.743086054559520426e-02 4.535568346398015649e+01
1.425961053234684091e-02 3.625375815096442977e+01
8.614464407596862661e-02 5.480686485207569802e+01
2.453376435211326520e-02 5.102621932150000106e+01
3.097394718586601522e-02 3.788980629225855523e+01
4.439654600621048552e-02 5.490235457626338444e+01
9.693871374204840463e-02 5.036374858468956006e+01
7.049688503314159582e-02 3.446990328570082340e+01
2.800186707294316860e-02 4.584067508313579253e+01
2.098540676238704744e-02 4.617242313149530730e+01
4.955520741665779549e-02 4.176642760427668577e+01
1.985849774102329407e-02 4.140923040610137207e+01
4.285034795903657628e-02 3.957618606604918909e+01
6.334364459276362047e-02 5.732692418483637198e+01
9.606126899770381367e-02 4.330683200236097719e+01
6.668620774185790578e-02 4.618939448482719001e+01
2.801792665010221367e-02 3.611952773313019094e+01
3.337145833010810025e-02 3.403133040093617012e+01
1.087720146839573493e-02 4.479510492711208514e+01
6.838833410178876693e-02 4.175551021435865806e+01
4.945132498101477425e-02 4.167436092063450559e+01
1.162382916353011664e-01 4.174273769358708108e+01
6.642531805360227248e-02 4.572874124432561871e+01
3.248385313133235475e-02 3.576699845557651258e+01
1.295464647718467810e-01 4.503123568750167038e+01
5.174893087496851979e-02 4.482909877322970260e+01
7.839877371382653060e-02 4.159819122630194954e+01
3.084168958639760955e-02 4.461110196998748734e+01
9.722356805772827681e-02 3.340008167047246701e+01
5.755247531245114706e-02 4.305607605449589670e+01
4.873455738453388170e-02 4.294151194844997832e+01
2.683292032915256253e-02 4.326251722290536605e+01
5.397061691168127118e-02 4.875838421392597866e+01
2.238057492795883507e-02 3.372806361117798701e+01
1.120368004629509612e-01 5.259913697907876440e+01
6.297649185691495122e-02 4.644188090618506948e+01
2.242469460282606880e-02 3.555335243924111666e+01
1.921370805427130221e-02 4.680173947608823681e+01
4.865687482870267866e-02 5.090246209567284552e+01
1.141058090725828866e-01 3.698139227630768033e+01
4.153669043573383901e-02 4.894269623271014069e+01
6.298594817792710354e-02 4.346884395031990067e+01
2.899730137348782710e-02 3.989292353664646384e+01
5.541920874366899896e-02 3.649137462689157019e+01
4.881641516690996691e-02 3.983664511847482004e+01
3.553662440011270268e-02 4.514877123798655134e+01
9.886980100562424434e-02 4.086194584576327316e+01
3.490015677613103606e-02 4.487014020864936015e+01
3.559686298098808932e-02 4.306853344797600869e+01
5.375066459173308275e-02 4.007305544089270910e+01
7.017650909372416534e-02 4.961239953532665936e+01
3.550550045951307576e-02 4.082298545338176865e+01
8.870991366728429861e-02 4.254472745629382757e+01
1.085412707582275593e-01 3.892835011144241975e+01
9.660214052217619418e-02 4.027071420924628598e+01
6.338376004230314442e-02 4.161304254311510675e+01
9.493140317042991772e-02 4.661429985005207044e+01
1.154035603392573883e-02 3.480815735224975782e+01
1.711739167466395373e-01 3.996303830377831900e+01
3.973451577984150190e-02 4.436995146357708109e+01
9.851617685153855886e-02 4.225582042192968402e+01
2.511827116709663965e-02 5.011125115403723385e+01
3.772282950812194668e-02 4.911395378122291788e+01
5.165180143928112255e-02 2.964298911808600678e+01
3.636429717262538303e-02 4.288619753094737064e+01
5.720743848480754068e-02 3.168363808104804491e+01
8.199907658546337630e-02 4.832900643918143402e+01
8.738121541848761775e-02 4.781549049876443291e+01
3.960315592287534658e-02 4.215333795286765195e+01
8.588750800778723049e-02 4.170598597193900758e+01
2.239093921595512737e-02 4.374879841536557024e+01
6.077787784766736090e-02 3.654965536019606986e+01
6.767536342989349807e-02 4.461679176840421235e+01
3.822201538130366727e-02 3.863740884916541773e+01
2.490694406897010424e-02 3.031148491972783532e+01
5.239088408472038910e-02 3.878911242832583639e+01
2.627463898076371623e-02 3.708230359149296618e+01
2.624953632672885964e-02 3.696695120540768187e+01
5.735189093774647334e-02 4.081718382804218948e+01
1.679074399083432811e-02 4.495971852966717108e+01
3.527019130460525703e-02 3.667280028045520623e+01
7.903817645177708962e-02 3.921727159320477085e+01
3.720359753136114750e-02 4.884220357474621466e+01
1.616903912671302512e-02 5.556777116294134089e+01
9.402199602112916443e-02 4.173843785272447349e+01
8.349704360629392474e-02 3.816579208759191033e+01
5.186707915913522232e-02 4.262013940180313654e+01
